Id,Label,timeset,modularity_class,eigencentrality
1343,,,1,0.007561
1344,,,1,0.001468
1345,,,13,0.016017
1346,,,81,0.021541
1347,,,24,0.054673
1348,,,21,0.006576
1349,,,36,0.003871
1350,,,44,0.005464
1351,,,37,0
1352,,,37,0.054673
1353,,,186,0.000821
1354,,,13,0
1355,,,26,0.033152
1356,,,0,0
1357,,,37,0.029372
1358,,,6,0.004141
1359,,,26,0.022254
1360,,,26,0.003949
1361,,,26,0
1362,,,26,0
1363,,,4,0.058584
1364,,,27,0
1365,,,365,0
1366,,,365,0.044474
1367,,,365,0
1368,,,365,0
1369,,,365,0
1370,,,26,0.003104
1371,,,41,0.021328
1372,,,19,0
1373,,,19,0.004106
1374,,,41,0
1375,,,19,0
1376,,,19,0
1377,,,30,0.128977
1378,,,8,0.006663
1379,,,266,0
1380,,,36,0.29849
1381,,,36,0.013677
1382,,,15,0
1383,,,41,0.019581
1384,,,0,0.008976
1385,,,0,0.023257
1386,,,186,0.000821
1387,,,15,0.01816
1388,,,27,0.001446
1389,,,15,0.017381
1390,,,36,0
1391,,,21,0.030762
1392,,,37,0.063523
1393,,,29,0
1394,,,41,0.004049
1395,,,68,0
1396,,,68,0.016953
1397,,,68,0
1398,,,30,0.095492
1399,,,30,0.00925
1400,,,365,0.031068
1401,,,365,0.040365
1402,,,7,0.002919
1403,,,9,0.040425
1404,,,9,0.268814
1405,,,9,0.00262
1406,,,9,0.001157
1407,,,10,0.005743
1408,,,20,0.003399
1409,,,20,0.001218
1410,,,15,0.041209
1411,,,186,0.052253
1412,,,365,0.055023
1413,,,68,0.010377
1414,,,17,0.038088
1415,,,17,0.004272
1416,,,4,0.038532
1417,,,365,0.149543
1418,,,34,0.030444
1419,,,0,0.000821
1420,,,8,0
1421,,,26,0.045203
1422,,,10,0.036083
1423,,,27,0.120044
1424,,,27,0.022296
1425,,,4,0
1426,,,11,0.190818
1427,,,47,0.052161
1428,,,21,0.026068
1429,,,4,0
1430,,,27,0.007732
1431,,,8,0.001817
1432,,,41,0.039671
1433,,,47,0.028707
1434,,,40,0.00169
1435,,,41,0
1436,,,14,0
1437,,,14,0.003922
1438,,,41,0.084223
1439,,,365,0.013581
1440,,,13,0.026634
1441,,,20,0
1442,,,20,0.049484
1443,,,20,0.008165
1444,,,20,0
1445,,,16,0
1446,,,266,0.002384
1447,,,27,0.003919
1448,,,36,0
1449,,,11,0.001345
1450,,,266,0
1451,,,266,0.556569
1452,,,365,0.000821
1453,,,186,0
1454,,,186,0.006373
1455,,,9,0.030257
1456,,,27,0.009169
1457,,,27,0.021338
1458,,,1,0
1459,,,20,0
1460,,,20,0.001643
1461,,,15,0.021388
1462,,,47,0.057654
1463,,,19,0.028631
1464,,,27,0.021401
1465,,,27,0.002366
1466,,,365,0
1467,,,34,0
1468,,,3,0.027203
1469,,,4,0.003114
1470,,,266,0.000821
1471,,,266,0.000957
1472,,,266,0.009735
1473,,,266,0.001936
1474,,,36,0.007837
1475,,,3,0.093963
1476,,,3,0.0309
1477,,,24,0
1478,,,4,0
1479,,,365,0.000821
1480,,,3,0
1481,,,3,0.038309
1482,,,3,0
1483,,,3,0
1484,,,3,0
1485,,,34,0
1486,,,15,0.000821
1487,,,7,0
1488,,,44,0.011524
1489,,,44,0
1490,,,15,0.035723
1491,,,13,0.000821
1492,,,44,0
1493,,,44,0
1494,,,4,0.0046
1495,,,41,0.117464
1496,,,7,0.000821
1497,,,41,0
1498,,,8,0.01388
1499,,,8,0.002582
1500,,,17,0
1501,,,17,0.002751
1502,,,29,0.01949
1503,,,19,0
1504,,,29,0
1505,,,3,0
1506,,,3,0.188609
1507,,,266,0.006658
1508,,,34,0.030724
1509,,,36,0.024543
1510,,,34,0
1511,,,201,0.00952
1512,,,4,0.005972
1513,,,4,0.018738
1514,,,44,0.005596
1515,,,81,0.005307
1516,,,15,0.001643
1517,,,5,0.001093
1518,,,41,0
1519,,,41,0.001643
1520,,,41,0
1521,,,81,0
1522,,,365,0.023447
1523,,,365,0.002763
1524,,,31,0.000821
1525,,,31,0.014225
1526,,,15,0.080782
1527,,,186,0.220212
1528,,,4,0.000821
1529,,,19,0.001753
1530,,,31,0
1531,,,9,0.010271
1532,,,9,0.100556
1533,,,8,0
1534,,,8,0.000821
1535,,,14,0
1536,,,14,0.000821
1537,,,17,0.026405
1538,,,13,0.023435
1539,,,13,0.002246
1540,,,15,0.001736
1541,,,24,0
1542,,,28,0.000969
1543,,,47,0.002872
1544,,,47,0.019195
1545,,,13,0
1546,,,41,0
1547,,,41,0.000821
1548,,,2,0.029605
1549,,,2,0.057261
1550,,,9,0.134265
1551,,,186,0.014575
1552,,,186,0.003551
1553,,,81,0.064662
1554,,,41,0
1555,,,15,0.097096
1556,,,7,0
1557,,,41,0.032678
1558,,,41,0
1559,,,15,0
1560,,,37,0.030265
1561,,,15,0.023649
1562,,,29,0.197993
1563,,,365,0.002284
1564,,,20,0.063138
1565,,,44,0.014109
1566,,,0,0
1567,,,0,0.007864
1568,,,0,0.043739
1569,,,9,0.013703
1570,,,68,0.001643
1571,,,41,0.013073
1572,,,2,0.027103
1573,,,36,0.024122
1574,,,8,0.018899
1575,,,2,0.021899
1576,,,4,0.013178
1577,,,36,0
1578,,,365,0
1579,,,15,0.001779
1580,,,19,0.076004
1581,,,10,0.002441
1582,,,37,0.006337
1583,,,4,0
1584,,,4,0.005072
1585,,,6,0.011062
1586,,,4,0
1587,,,4,0
1588,,,31,0
1589,,,31,0.023542
1590,,,37,0.036509
1591,,,31,0.0169
1592,,,41,0
1593,,,31,0
1594,,,31,0
1595,,,30,0.035874
1596,,,81,0.041262
1597,,,6,0
1598,,,30,0.000821
1599,,,15,0.101327
1600,,,9,0
1601,,,15,0
1602,,,37,0.013298
1603,,,37,0.019201
1604,,,37,0.007223
1605,,,13,0.05786
1606,,,9,0
1607,,,41,0.004205
1608,,,41,0.000821
1609,,,41,0.008026
1610,,,41,0
1611,,,20,0.035601
1612,,,365,0.000821
1613,,,18,0
1614,,,29,0.015595
1615,,,8,0.006738
1616,,,12,0.033996
1617,,,17,0.00763
1618,,,136,0
1619,,,136,0.002641
1620,,,136,0.001421
1621,,,136,0
1622,,,6,0.021771
1623,,,19,0.017232
1624,,,30,0.04494
1625,,,31,0.054203
1626,,,19,0
1627,,,5,0.016152
1628,,,365,0.011966
1629,,,365,0.001968
1630,,,4,0.07999
1631,,,17,0.003798
1632,,,44,0.002464
1633,,,44,0
1634,,,365,0
1635,,,24,0.064936
1636,,,9,0.011523
1637,,,136,0.047075
1638,,,41,0.000821
1639,,,266,0.028159
1640,,,266,0.003816
1641,,,18,0
1642,,,6,0.024559
1643,,,16,0.004173
1644,,,15,0.059252
1645,,,21,0.019646
1646,,,14,0.029285
1647,,,19,0.052951
1648,,,186,0.018341
1649,,,68,0
1650,,,15,0.015964
1651,,,4,0.102362
1652,,,29,0.020795
1653,,,15,0
1654,,,15,0.064116
1655,,,20,0
1656,,,20,0
1657,,,20,0
1658,,,186,0.006775
1659,,,27,0.122643
1660,,,40,0
1661,,,136,0.00475
1662,,,15,0.035599
1663,,,47,0.05677
1664,,,14,0.008054
1665,,,29,0.105439
1666,,,365,0.071086
1667,,,27,0.018094
1668,,,27,0.002834
1669,,,20,0
1670,,,4,0
1671,,,4,0.056415
1672,,,2,0
1673,,,2,0.167862
1674,,,4,0.005424
1675,,,201,0.116636
1676,,,2,0.051966
1677,,,2,0.00197
1678,,,37,0.009469
1679,,,4,0
1680,,,17,0.056726
1681,,,15,0.237514
1682,,,37,0.009947
1683,,,17,0.001643
1684,,,17,0.049339
1685,,,17,0
1686,,,6,0
1687,,,47,0.042069
1688,,,7,0.022796
1689,,,7,0
1690,,,27,0
1691,,,19,0
1692,,,19,0.002852
1693,,,19,0.014698
1694,,,24,0.013016
1695,,,29,0
1696,,,18,0.002558
1697,,,18,0.009216
1698,,,18,0
1699,,,37,0.149417
1700,,,68,0.008701
1701,,,24,0
1702,,,15,0.008658
1703,,,15,0.029261
1704,,,16,0.084978
1705,,,13,0.044253
1706,,,19,0.002113
1707,,,19,0.00113
1708,,,41,0.022847
1709,,,41,0.003434
1710,,,2,0
1711,,,15,0
1712,,,15,0.024157
1713,,,10,0.001093
1714,,,17,0.090405
1715,,,2,0.000821
1716,,,29,0.000821
1717,,,29,0.032295
1718,,,19,0.012661
1719,,,9,0.06409
1720,,,30,0.110301
1721,,,13,0
1722,,,36,0
1723,,,266,0.007573
1724,,,365,0.028071
1725,,,3,0.046623
1726,,,3,0.047607
1727,,,26,0
1728,,,26,0.003285
1729,,,24,0.006624
1730,,,37,0.03129
1731,,,26,0.004452
1732,,,18,0.005267
1733,,,18,0.005065
1734,,,41,0.001031
1735,,,18,0.003146
1736,,,201,0.008777
1737,,,13,0
1738,,,13,0.009679
1739,,,31,0
1740,,,31,0.011938
1741,,,37,0.001938
1742,,,31,0.007691
1743,,,9,0.012123
1744,,,31,0
1745,,,15,0
1746,,,4,0.002704
1747,,,8,0.237207
1748,,,21,0.028289
1749,,,17,0.031937
1750,,,17,0
1751,,,17,0
1752,,,12,0.056992
1753,,,186,0.007551
1754,,,186,0
1755,,,36,0
1756,,,36,0.034071
1757,,,17,0
1758,,,36,0.008201
1759,,,9,0
1760,,,36,0
1761,,,36,0
1762,,,41,0.001219
1763,,,24,0.075862
1764,,,24,0
1765,,,15,0
1766,,,5,0
1767,,,5,0.007573
1768,,,9,0.011438
1769,,,9,0
1770,,,8,0.019509
1771,,,12,0.025213
1772,,,4,0.016097
1773,,,4,0
1774,,,15,0
1775,,,15,0.00405
1776,,,24,0
1777,,,36,0
1778,,,15,0.001938
1779,,,19,0.000957
1780,,,4,0
1781,,,4,0.001779
1782,,,4,0.000821
1783,,,15,0.024855
1784,,,4,0.019352
1785,,,47,0.001263
1786,,,47,0.007893
1787,,,37,0.064689
1788,,,266,0.007076
1789,,,266,0.043576
1790,,,15,0
1791,,,26,0.001643
1792,,,26,0.002672
1793,,,26,0.006567
1794,,,17,0.024616
1795,,,19,0
1796,,,17,0
1797,,,4,0.098391
1798,,,17,0.01787
1799,,,9,0.001973
1800,,,7,0.252897
1801,,,29,0.009772
1802,,,186,0.001354
1803,,,365,0.031593
1804,,,15,0.119287
1805,,,34,0
1806,,,2,0
1807,,,365,0
1808,,,2,0
1809,,,15,0.001643
1810,,,21,0
1811,,,21,0.000821
1812,,,41,0.08294
1813,,,2,0.008324
1814,,,14,0.012123
1815,,,14,0.007709
1816,,,34,0.0574
1817,,,47,0.040701
1818,,,47,0.003027
1819,,,27,0.005069
1820,,,34,0.004605
1821,,,1,0.002287
1822,,,1,0
1823,,,26,0
1824,,,27,0.000982
1825,,,27,0
1826,,,365,0.015075
1827,,,0,0
1828,,,34,0.111253
1829,,,27,0
1830,,,27,0
1831,,,15,0.012
1832,,,27,0
1833,,,15,0.027702
1834,,,266,0.026534
1835,,,41,0.005362
1836,,,13,0.009532
1837,,,36,0.017249
1838,,,4,0
1839,,,13,0.042104
1840,,,13,0.031627
1841,,,15,0.030354
1842,,,15,0
1843,,,12,0
1844,,,7,0
1845,,,7,0.020763
1846,,,47,0.030012
1847,,,47,0.00501
1848,,,32,0
1849,,,32,0.000821
1850,,,27,0
1851,,,27,0.026534
1852,,,27,0
1853,,,27,0.006345
1854,,,27,0
1855,,,27,0
1856,,,44,0.15661
1857,,,27,0.010359
1858,,,27,0
1859,,,27,0.022454
1860,,,27,0
1861,,,68,0.001936
1862,,,27,0
1863,,,9,0.016057
1864,,,9,0.022454
1865,,,9,0
1866,,,47,0.022368
1867,,,47,0.00278
1868,,,34,0
1869,,,21,0.000821
1870,,,15,0.005106
1871,,,41,0
1872,,,37,0
1873,,,37,0
1874,,,37,0
1875,,,41,0.030362
1876,,,34,0.11894
1877,,,15,0.000821
1878,,,12,0
1879,,,12,0.000821
1880,,,136,0.001643
1881,,,136,0.01919
1882,,,6,0.003971
1883,,,6,0.01685
1884,,,27,0
1885,,,27,0.001643
1886,,,26,0.006999
1887,,,7,0
1888,,,13,0.000821
1889,,,197,0
1890,,,4,0.03989
1891,,,4,0
1892,,,4,0
1893,,,27,0.025213
1894,,,41,0.005242
1895,,,34,0.005627
1896,,,136,0.003441
1897,,,5,0
1898,,,15,0.052879
1899,,,365,0
1900,,,26,0.011416
1901,,,24,0.001093
1902,,,4,0.002092
1903,,,31,0.001873
1904,,,36,0.03733
1905,,,36,0
1906,,,37,0
1907,,,15,0.033575
1908,,,18,0
1909,,,15,0.019773
1910,,,41,0.002198
1911,,,8,0.036738
1912,,,18,0.049404
1913,,,18,0.004565
1914,,,2,0.003919
1915,,,34,0.016114
1916,,,13,0
1917,,,13,0.007754
1918,,,13,0
1919,,,186,0.006595
1920,,,3,0.002632
1921,,,3,0.007637
1922,,,7,0.004651
1923,,,15,0.028331
1924,,,15,0
1925,,,4,0.247305
1926,,,365,0.025972
1927,,,47,0
1928,,,47,0.031017
1929,,,12,0.027858
1930,,,68,0.00244
1931,,,47,0.012585
1932,,,27,0.01317
1933,,,47,0
1934,,,47,0.002309
1935,,,15,0.014481
1936,,,47,0.011199
1937,,,27,0
1938,,,47,0.18162
1939,,,9,0.001149
1940,,,4,0.001938
1941,,,13,0.041652
1942,,,27,0.384755
1943,,,19,0.116105
1944,,,19,0.018383
1945,,,19,0.033939
1946,,,19,0.008098
1947,,,19,0.010529
1948,,,2,0.001643
1949,,,10,0.012882
1950,,,365,0
1951,,,2,0.032042
1952,,,13,0
1953,,,37,0.016671
1954,,,365,0
1955,,,10,0.043468
1956,,,15,0
1957,,,4,0
1958,,,21,0.047931
1959,,,41,0
1960,,,186,0.019711
1961,,,86,0.054607
1962,,,15,0.01206
1963,,,9,0
1964,,,34,0.011779
1965,,,34,0
1966,,,34,0
1967,,,15,0.078364
1968,,,15,0.007035
1969,,,3,0
1970,,,3,0
1971,,,36,0.001643
1972,,,36,0
1973,,,136,0.011716
1974,,,36,0.000821
1975,,,15,0.001643
1976,,,15,0.005773
1977,,,0,0.028985
1978,,,2,0.012414
1979,,,2,0
1980,,,15,0
1981,,,15,0.000821
1982,,,201,0.066435
1983,,,201,0
1984,,,41,0.013713
1985,,,41,0.004655
1986,,,15,0.014689
1987,,,37,0.040194
1988,,,37,0.084998
1989,,,37,0.007122
1990,,,7,0.006424
1991,,,34,0.001513
1992,,,68,0.061173
1993,,,68,0.00947
1994,,,136,0.012102
1995,,,68,0.014681
1996,,,9,0.04211
1997,,,30,0.017088
1998,,,15,0
1999,,,15,0.140743
2000,,,81,0.342275
2001,,,9,0.013542
2002,,,4,0.023279
2003,,,9,0
2004,,,4,0
2005,,,11,0.06803
2006,,,4,0
2007,,,26,0.027768
2008,,,9,0.007189
2009,,,14,0.002341
2010,,,365,0.042708
2011,,,11,0.014109
2012,,,266,0
2013,,,37,0
2014,,,6,0.031478
2015,,,6,0
2016,,,4,0
2017,,,4,0.000821
2018,,,20,0.015202
2019,,,20,0.001933
2020,,,31,0.007087
2021,,,31,0.055355
2022,,,8,0
2023,,,8,0.022113
2024,,,4,0.029307
2025,,,201,0.006839
2026,,,31,0.005595
2027,,,31,0
2028,,,40,0
2029,,,40,0.00351
2030,,,44,0.004601
2031,,,44,0
2032,,,44,0
2033,,,27,0
2034,,,6,0
2035,,,6,0.055881
2036,,,6,0.001643
2037,,,6,0.007778
2038,,,7,0
2039,,,16,0
2040,,,13,0.017575
2041,,,6,0
2042,,,41,0.022904
2043,,,6,0
2044,,,6,0
2045,,,15,0
2046,,,15,0.000821
2047,,,16,0
2048,,,41,0.011913
2049,,,41,0
2050,,,41,0.018175
2051,,,15,0.061587
2052,,,6,0.02303
2053,,,21,0.01608
2054,,,1,0.02021
2055,,,2,0.003517
2056,,,9,0.034779
2057,,,9,0.003556
2058,,,15,0.041198
2059,,,15,0.02241
2060,,,13,0.017724
2061,,,44,0
2062,,,44,0.011256
2063,,,24,0
2064,,,4,0.003609
2065,,,4,0.001643
2066,,,266,0
2067,,,44,0.012051
2068,,,44,0.002431
2069,,,0,0
2070,,,136,0.09661
2071,,,27,0
2072,,,27,0.010344
2073,,,15,0
2074,,,15,0.073851
2075,,,41,0.00349
2076,,,20,0.011922
2077,,,26,0
2078,,,9,0.016937
2079,,,37,0.015675
2080,,,9,0.005251
2081,,,9,0
2082,,,13,0
2083,,,186,0
2084,,,15,0.004949
2085,,,3,0.004445
2086,,,13,0.008293
2087,,,13,0.001757
2088,,,34,0.017981
2089,,,9,0.01184
2090,,,41,0.021734
2091,,,11,0.038732
2092,,,4,0.112437
2093,,,4,0
2094,,,4,0
2095,,,2,0.001903
2096,,,15,0.113376
2097,,,8,0.010325
2098,,,8,0.159701
2099,,,8,0
2100,,,9,0.05949
2101,,,8,0
2102,,,266,0.140299
2103,,,37,0.100659
2104,,,1,0
2105,,,37,0
2106,,,5,0.008559
2107,,,5,0.00241
2108,,,5,0
2109,,,197,0.001643
2110,,,17,0
2111,,,40,0
2112,,,40,0.001643
2113,,,13,0.012362
2114,,,13,0.001914
2115,,,20,0.012945
2116,,,20,0
2117,,,365,0.059029
2118,,,197,0
2119,,,186,0
2120,,,11,0.022708
2121,,,41,0.000821
2122,,,6,0.00375
2123,,,13,0.001891
2124,,,13,0.001028
2125,,,186,0.087053
2126,,,8,0.013981
2127,,,4,0
2128,,,8,0
2129,,,15,0
2130,,,7,0.037329
2131,,,9,0
2132,,,9,0.070812
2133,,,68,0.063945
2134,,,14,0.061139
2135,,,9,0.000821
2136,,,41,0
2137,,,41,0.003838
2138,,,14,0.001589
2139,,,14,0.002786
2140,,,14,0
2141,,,14,0.000821
2142,,,41,0
2143,,,41,0.007438
2144,,,41,0
2145,,,47,0.00192
2146,,,16,0.019829
2147,,,27,0.017345
2148,,,9,0.013449
2149,,,7,0.058843
2150,,,7,0.00636
2151,,,13,0.000821
2152,,,136,0.004242
2153,,,136,0
2154,,,81,0
2155,,,15,0.001249
2156,,,197,0
2157,,,27,0
2158,,,4,0.050551
2159,,,4,0.005338
2160,,,47,0.015239
2161,,,36,0.014876
2162,,,2,0
2163,,,2,0.01129
2164,,,197,0.018173
2165,,,24,0.001295
2166,,,365,0.111669
2167,,,15,0.126548
2168,,,18,0
2169,,,41,0
2170,,,15,0.013244
2171,,,15,0.027439
2172,,,365,0
2173,,,365,0.009073
2174,,,18,0.002936
2175,,,33,0
2176,,,33,0.000821
2177,,,37,0
2178,,,37,0.004106
2179,,,68,0.030336
2180,,,2,0.013463
2181,,,2,0.003301
2182,,,2,0
2183,,,41,0.000821
2184,,,16,0
2185,,,21,0.005383
2186,,,37,0.030553
2187,,,37,0
2188,,,37,0
2189,,,365,0.004146
2190,,,34,0
2191,,,136,0.000821
2192,,,37,0
2193,,,8,0.000821
2194,,,8,0.042361
2195,,,4,0
2196,,,7,0.025863
2197,,,186,0
2198,,,186,0.000821
2199,,,41,0.071845
2200,,,41,0
2201,,,4,0
2202,,,4,0
2203,,,13,0
2204,,,2,0
2205,,,13,0.008679
2206,,,27,0.004427
2207,,,5,0.006392
2208,,,26,0.013814
2209,,,26,0.002108
2210,,,11,0
2211,,,11,0.000821
2212,,,41,0
2213,,,41,0.019687
2214,,,40,0.021071
2215,,,29,0
2216,,,34,0.010255
2217,,,34,0
2218,,,13,0.016914
2219,,,34,0
2220,,,34,0
2221,,,13,0.009836
2222,,,266,0
2223,,,266,0.101145
2224,,,30,0.003167
2225,,,266,0
2226,,,29,0
2227,,,11,0.010467
2228,,,47,0.001093
2229,,,44,0.003408
2230,,,186,0
2231,,,266,0.001805
2232,,,26,0
2233,,,266,0
2234,,,266,0
2235,,,41,0.023228
2236,,,6,0.000821
2237,,,6,0.033251
2238,,,16,0.008744
2239,,,81,0
2240,,,41,0
2241,,,8,0
2242,,,11,0.051579
2243,,,15,0
2244,,,13,0.047388
2245,,,5,0.002464
2246,,,8,0
2247,,,12,0.031298
2248,,,4,0
2249,,,8,0.005729
2250,,,6,0.000821
2251,,,2,0
2252,,,36,0.006054
2253,,,8,0.000821
2254,,,5,0.000992
2255,,,5,0.005428
2256,,,17,0.010883
2257,,,4,0.029423
2258,,,27,0.01382
2259,,,17,0.01286
2260,,,37,0.005928
2261,,,186,0.003212
2262,,,186,0.013114
2263,,,3,0.110073
2264,,,186,0.000821
2265,,,27,0
2266,,,27,0.027813
2267,,,13,0.004029
2268,,,40,0.013721
2269,,,40,0
2270,,,40,0
2271,,,40,0
2272,,,37,0.001643
2273,,,37,0.001093
2274,,,37,0
2275,,,37,0.000821
2276,,,186,0.074125
2277,,,365,0.088354
2278,,,41,0.074656
2279,,,24,0.011526
2280,,,6,0.072507
2281,,,6,0
2282,,,365,0
2283,,,2,0.000821
2284,,,6,0
2285,,,266,0.020236
2286,,,6,0.010566
2287,,,6,0.048548
2288,,,6,0
2289,,,6,0.060458
2290,,,6,0
2291,,,29,0.002081
2292,,,6,0
2293,,,36,0.000821
2294,,,31,0.006185
2295,,,365,0
2296,,,15,0.000821
2297,,,13,0
2298,,,13,0.019073
2299,,,3,0.01396
2300,,,37,0.008936
2301,,,136,0
2302,,,29,0
2303,,,1,0.204796
2304,,,5,0.002743
2305,,,0,0.002805
2306,,,6,0
2307,,,26,0.043399
2308,,,26,0.003285
2309,,,34,0.055602
2310,,,37,0.040675
2311,,,41,0.097824
2312,,,35,0
2313,,,35,0.000821
2314,,,26,0.004761
2315,,,15,0.039156
2316,,,36,0.268601
2317,,,37,0.053917
2318,,,266,0
2319,,,34,0
2320,,,7,0
2321,,,7,0.004286
2322,,,10,0.00106
2323,,,7,0
2324,,,7,0.011473
2325,,,41,0.010158
2326,,,41,0
2327,,,6,0.051043
2328,,,136,0.016988
2329,,,41,0
2330,,,5,0
2331,,,20,0.033222
2332,,,15,0.000821
2333,,,36,0
2334,,,20,0.007251
2335,,,15,0.021398
2336,,,2,0
2337,,,2,0
2338,,,2,0
2339,,,2,0
2340,,,41,0.026642
2341,,,68,0
2342,,,37,0.01153
2343,,,2,0
2344,,,4,0.002762
2345,,,27,0.031036
2346,,,16,0.038634
2347,,,15,0.000821
2348,,,2,0
2349,,,37,0.07879
2350,,,2,0
2351,,,34,0
2352,,,15,0.038
2353,,,15,0
2354,,,11,0
2355,,,11,0
2356,,,11,0
2357,,,41,0
2358,,,27,0.010156
2359,,,15,0.002678
2360,,,27,0.045568
2361,,,9,0
2362,,,6,0.016743
2363,,,6,0.067424
2364,,,44,0.003264
2365,,,36,0.005606
2366,,,365,0.07271
2367,,,27,0.010735
2368,,,41,0.094167
2369,,,365,0
2370,,,27,0.000821
2371,,,15,0.188875
2372,,,37,0.060495
2373,,,3,0.024843
2374,,,365,0.013041
2375,,,3,0.05857
2376,,,197,0.016261
2377,,,34,0
2378,,,29,0.013144
2379,,,29,0.016386
2380,,,41,0.024248
2381,,,27,0.009736
2382,,,27,0.006636
2383,,,365,0
2384,,,15,0.009005
2385,,,15,0
2386,,,15,0
2387,,,21,0
2388,,,37,0.000821
2389,,,15,0.053005
2390,,,15,0.012321
2391,,,8,0.001356
2392,,,365,0
2393,,,365,0.007754
2394,,,8,0.001166
2395,,,68,0.029346
2396,,,365,0.055643
2397,,,365,0.027481
2398,,,37,0.005517
2399,,,18,0.002223
2400,,,47,0.038371
2401,,,47,0.00376
2402,,,14,0
2403,,,11,0.003771
2404,,,365,0
2405,,,365,0.01454
2406,,,81,0.002822
2407,,,365,0.000821
2408,,,365,0
2409,,,8,0
2410,,,8,0.039228
2411,,,13,0.025423
2412,,,13,0.019392
2413,,,68,0
2414,,,68,0.002464
2415,,,68,0
2416,,,31,0
2417,,,41,0
2418,,,365,0
2419,,,15,0.025722
2420,,,365,0
2421,,,81,0.094847
2422,,,365,0.020924
2423,,,37,0
2424,,,37,0.006531
2425,,,9,0.006387
2426,,,19,0.002993
2427,,,37,0.039071
2428,,,15,0.005417
2429,,,37,0.004519
2430,,,37,0.024624
2431,,,30,0.053689
2432,,,7,0
2433,,,7,0.089652
2434,,,81,0.01569
2435,,,41,0.106446
2436,,,4,0.017884
2437,,,0,0
2438,,,0,0.000821
2439,,,36,0.025657
2440,,,24,0.000821
2441,,,15,0
2442,,,40,0.021397
2443,,,1,0.003176
2444,,,1,0.002762
2445,,,1,0
2446,,,1,0
2447,,,40,0
2448,,,40,0.020388
2449,,,40,0
2450,,,30,0.022664
2451,,,27,0
2452,,,136,0.006594
2453,,,41,0.037617
2454,,,40,0
2455,,,37,0
2456,,,40,0.013573
2457,,,40,0
2458,,,31,0.019008
2459,,,31,0.009345
2460,,,26,0
2461,,,26,0.060669
2462,,,26,0.031516
2463,,,365,0
2464,,,365,0.000821
2465,,,0,0
2466,,,29,0.009811
2467,,,29,0.000821
2468,,,13,0.004607
2469,,,365,0.039876
2470,,,44,0.128793
2471,,,41,0.003285
2472,,,18,0.003285
2473,,,6,0.032282
2474,,,136,0
2475,,,136,0.010418
2476,,,41,0
2477,,,365,0.007991
2478,,,37,0.048232
2479,,,37,0.00482
2480,,,37,0
2481,,,15,0.059513
2482,,,6,0.022092
2483,,,365,0.084639
2484,,,266,0
2485,,,266,0.666951
2486,,,266,0.02972
2487,,,16,0
2488,,,15,0.001417
2489,,,6,0.00724
2490,,,24,0.003649
2491,,,6,0
2492,,,10,0.002292
2493,,,15,0
2494,,,47,0.001093
2495,,,15,0.041502
2496,,,27,0.014291
2497,,,24,0.0047
2498,,,186,0.008869
2499,,,2,0.003193
2500,,,15,0.033277
2501,,,36,0.002972
2502,,,30,0.071276
2503,,,37,0.012911
2504,,,37,0.037651
2505,,,2,0.007954
2506,,,15,0.000969
2507,,,21,0
2508,,,19,0.004893
2509,,,9,0.02372
2510,,,11,0.031374
2511,,,11,0
2512,,,11,0
2513,,,37,0
2514,,,34,0.0026
2515,,,15,0.012853
2516,,,6,0.002613
2517,,,6,0.094433
2518,,,41,0.296789
2519,,,44,0
2520,,,44,0.018739
2521,,,44,0
2522,,,186,0.04414
2523,,,36,0.034768
2524,,,44,0
2525,,,8,0.126222
2526,,,31,0.001355
2527,,,13,0.022645
2528,,,13,0
2529,,,13,0.040537
2530,,,6,0.009759
2531,,,11,0.053764
2532,,,197,0.018656
2533,,,365,0
2534,,,365,0.033188
2535,,,1,0.000986
2536,,,16,0
2537,,,16,0.000821
2538,,,6,0.056965
2539,,,29,0.036082
2540,,,16,0.0107
2541,,,2,0
2542,,,34,0.071132
2543,,,136,0.028224
2544,,,136,0
2545,,,4,0
2546,,,30,0.004238
2547,,,0,0
2548,,,41,0.006929
2549,,,41,0
2550,,,34,0.024807
2551,,,34,0
2552,,,41,0
2553,,,41,0.016615
2554,,,7,0.00587
2555,,,38,0
2556,,,38,0.000821
2557,,,41,0.000821
2558,,,41,0.045014
2559,,,41,0
2560,,,31,0.000821
2561,,,1,0.00737
2562,,,15,0.055499
2563,,,30,0
2564,,,81,0.000821
2565,,,4,0.019854
2566,,,15,0.000821
2567,,,15,0.101732
2568,,,5,0.034605
2569,,,5,0.004231
2570,,,37,0
2571,,,37,0.008483
2572,,,365,0.167961
2573,,,86,0.00632
2574,,,47,0.072281
2575,,,81,0.003924
2576,,,186,0.132031
2577,,,41,0.011078
2578,,,15,0.02028
2579,,,47,0.015833
2580,,,47,0
2581,,,15,0.000957
2582,,,266,0.003869
2583,,,266,0.015847
2584,,,266,0.004772
2585,,,0,0.02654
2586,,,4,0.007978
2587,,,27,0.005115
2588,,,27,0.0257
2589,,,37,0.002556
2590,,,37,0.001903
2591,,,37,0
2592,,,11,0.01505
2593,,,9,0.01817
2594,,,2,0
2595,,,2,0.041231
2596,,,2,0
2597,,,136,0.002295
2598,,,9,0
2599,,,37,0
2600,,,15,0.070388
2601,,,2,0
2602,,,27,0
2603,,,27,0.001006
2604,,,16,0.00554
2605,,,16,0.001342
2606,,,5,0
2607,,,27,0.002897
