Id,Label,timeset,modularity_class,eigencentrality
13919,,,13,0
13920,,,27,0
13921,,,10,0.003621
13922,,,16,0.001983
13923,,,14,0.002874
13924,,,41,0.008885
13925,,,2,0.008712
13926,,,2,0.002236
13927,,,186,0.002441
13928,,,12,0.018974
13929,,,21,0.001938
13930,,,1,0.059087
13931,,,30,0
13932,,,27,0
13933,,,365,0.014354
13934,,,81,0.03072
13935,,,3,0
13936,,,136,0
13937,,,41,0.00721
13938,,,186,0
13939,,,365,0.002997
13940,,,15,0
13941,,,27,0.00949
13942,,,31,0.002772
13943,,,201,0.002464
13944,,,4,0
13945,,,4,0
13946,,,10,0.008311
13947,,,186,0.003593
13948,,,14,0.097387
13949,,,34,0.053892
13950,,,34,0.000821
13951,,,3,0
13952,,,365,0.043187
13953,,,365,0
13954,,,37,0.003123
13955,,,186,0.009174
13956,,,266,0
13957,,,30,0
13958,,,186,0
13959,,,16,0.011035
13960,,,37,0
13961,,,16,0
13962,,,36,0
13963,,,11,0
13964,,,81,0.000821
13965,,,12,0
13966,,,12,0.000821
13967,,,26,0.008879
13968,,,68,0
13969,,,15,0
13970,,,26,0
13971,,,2,0.001779
13972,,,2,0
13973,,,31,0.003094
13974,,,14,0.006531
13975,,,37,0
13976,,,37,0.004442
13977,,,37,0
13978,,,201,0
13979,,,81,0
13980,,,5,0.007269
13981,,,365,0.023569
13982,,,30,0
13983,,,30,0.000821
13984,,,68,0.003478
13985,,,81,0.009492
13986,,,31,0
13987,,,365,0.022199
13988,,,365,0.033509
13989,,,266,0
13990,,,18,0.006005
13991,,,18,0.010287
13992,,,2,0
13993,,,9,0.012166
13994,,,31,0
13995,,,31,0.010264
13996,,,186,0
13997,,,47,0.038227
13998,,,26,0.002323
13999,,,26,0.079727
14000,,,5,0.007758
14001,,,5,0
14002,,,5,0
14003,,,44,0
14004,,,186,0
14005,,,186,0.001643
14006,,,37,0
14007,,,15,0
14008,,,9,0.000821
14009,,,47,0.004786
14010,,,266,0
14011,,,3,0.009342
14012,,,4,0.006499
14013,,,47,0.015435
14014,,,3,0.002081
14015,,,6,0.005331
14016,,,365,0
14017,,,27,0
14018,,,365,0
14019,,,41,0
14020,,,29,0.00432
14021,,,36,0.001801
14022,,,36,0.001093
14023,,,14,0.001915
14024,,,197,0.022918
14025,,,197,0
14026,,,14,0
14027,,,14,0.000821
14028,,,47,0.011022
14029,,,142,0
14030,,,142,0.000821
14031,,,86,0.050186
14032,,,4,0.001643
14033,,,197,0
14034,,,13,0.015571
14035,,,136,0.063091
14036,,,15,0.003285
14037,,,36,0.004161
14038,,,27,0.006375
14039,,,27,0.00101
14040,,,44,0.049192
14041,,,44,0
14042,,,24,0.00255
14043,,,24,0
14044,,,24,0
14045,,,365,0.001093
14046,,,19,0
14047,,,8,0.001643
14048,,,8,0.001093
14049,,,26,0
14050,,,136,0.011243
14051,,,136,0.000821
14052,,,10,0.000821
14053,,,37,0.026594
14054,,,34,0.00815
14055,,,13,0
14056,,,365,0
14057,,,34,0.014339
14058,,,6,0.012532
14059,,,6,0.001893
14060,,,11,0.023021
14061,,,11,0
14062,,,136,0
14063,,,8,0.000821
14064,,,8,0.000957
14065,,,7,0.057063
14066,,,266,0.010052
14067,,,4,0.001643
14068,,,31,0.000957
14069,,,26,0
14070,,,365,0.03762
14071,,,365,0
14072,,,365,0.00175
14073,,,5,0
14074,,,4,0.025691
14075,,,86,0.002102
14076,,,37,0
14077,,,143,0.000969
14078,,,34,0.003878
14079,,,30,0.000821
14080,,,24,0.225849
14081,,,47,0
14082,,,24,0
14083,,,15,0
14084,,,9,0.01325
14085,,,37,0
14086,,,40,0
14087,,,9,0.005945
14088,,,9,0
14089,,,29,0.022281
14090,,,29,0
14091,,,14,0.001093
14092,,,36,0.006488
14093,,,14,0
14094,,,9,0.002586
14095,,,26,0
14096,,,6,0.001345
14097,,,7,0.001383
14098,,,266,0.007491
14099,,,24,0.000821
14100,,,24,0.021236
14101,,,17,0
14102,,,17,0.000821
14103,,,68,0.020279
14104,,,36,0
14105,,,12,0.003318
14106,,,5,0.005697
14107,,,144,0
14108,,,144,0.000821
14109,,,4,0.000821
14110,,,4,0
14111,,,14,0.000821
14112,,,365,0.001779
14113,,,26,0
14114,,,13,0.003928
14115,,,266,0.004368
14116,,,266,0
14117,,,266,0
14118,,,37,0.001941
14119,,,5,0.039293
14120,,,4,0.00624
14121,,,7,0.008727
14122,,,266,0.029735
14123,,,266,0
14124,,,14,0.013073
14125,,,14,0
14126,,,14,0
14127,,,27,0
14128,,,27,0.000821
14129,,,186,0.000821
14130,,,29,0
14131,,,201,0.011088
14132,,,136,0.004677
14133,,,81,0.129344
14134,,,81,0
14135,,,186,0.001779
14136,,,27,0
14137,,,12,0
14138,,,27,0.008934
14139,,,27,0.003367
14140,,,4,0.115249
14141,,,68,0.009532
14142,,,30,0.006195
14143,,,9,0.022454
14144,,,27,0
14145,,,41,0
14146,,,30,0.002464
14147,,,13,0
14148,,,6,0
14149,,,13,0
14150,,,13,0
14151,,,13,0
14152,,,36,0.02429
14153,,,86,0
14154,,,81,0
14155,,,81,0
14156,,,37,0.026667
14157,,,21,0.001116
14158,,,4,0.005591
14159,,,186,0.00793
14160,,,8,0
14161,,,365,0.002572
14162,,,15,0.054932
14163,,,15,0
14164,,,36,0.018977
14165,,,36,0
14166,,,19,0.054815
14167,,,19,0
14168,,,27,0
14169,,,6,0.002464
14170,,,2,0
14171,,,2,0
14172,,,36,0.001286
14173,,,40,0.051525
14174,,,27,0.012641
14175,,,6,0
14176,,,201,0.00579
14177,,,27,0.031822
14178,,,12,0
14179,,,81,0
14180,,,6,0
14181,,,27,0.008791
14182,,,47,0
14183,,,47,0
14184,,,9,0
14185,,,9,0.000821
14186,,,15,0.002409
14187,,,20,0.000821
14188,,,266,0.013778
14189,,,266,0
14190,,,201,0
14191,,,201,0
14192,,,197,0.0078
14193,,,5,0.009745
14194,,,40,0.024432
14195,,,40,0
14196,,,4,0.002464
14197,,,8,0.00436
14198,,,26,0.083433
14199,,,4,0.019003
14200,,,4,0.006495
14201,,,365,0.016055
14202,,,4,0
14203,,,365,0
14204,,,365,0.008764
14205,,,5,0
14206,,,5,0.000821
14207,,,27,0.001399
14208,,,81,0.026009
14209,,,136,0.028228
14210,,,186,0.000821
14211,,,40,0.007051
14212,,,21,0.019745
14213,,,21,0
14214,,,4,0.009249
14215,,,37,0
14216,,,37,0.000821
14217,,,15,0
14218,,,7,0.029909
14219,,,2,0.007722
14220,,,10,0
14221,,,10,0.0026
14222,,,27,0.001325
14223,,,24,0.00502
14224,,,36,0
14225,,,68,0.019422
14226,,,41,0
14227,,,16,0
14228,,,8,0.000993
14229,,,41,0.001415
14230,,,27,0
14231,,,27,0.044728
14232,,,36,0
14233,,,36,0.000821
14234,,,4,0
14235,,,9,0
14236,,,26,0
14237,,,365,0
14238,,,266,0.001152
14239,,,4,0.000821
14240,,,365,0
14241,,,365,0
14242,,,41,0.074543
14243,,,37,0.010164
14244,,,365,0.002896
14245,,,27,0.00909
14246,,,10,0.012049
14247,,,27,0.00949
14248,,,31,0.003288
14249,,,30,0.004238
14250,,,24,0.003165
14251,,,9,0
14252,,,0,0.001229
14253,,,0,0
14254,,,34,0.013858
14255,,,201,0.005379
14256,,,145,0.000969
14257,,,27,0
14258,,,27,0.006828
14259,,,13,0.006291
14260,,,9,0.025374
14261,,,20,0.021621
14262,,,47,0
14263,,,6,0.011838
14264,,,34,0.04835
14265,,,37,0.0116
14266,,,9,0.011145
14267,,,136,0
14268,,,27,0.023814
14269,,,27,0
14270,,,201,0.002464
14271,,,14,0.097887
14272,,,201,0.000821
14273,,,40,0.004334
14274,,,18,0.017504
14275,,,19,0
14276,,,27,0
14277,,,13,0.002102
14278,,,13,0
14279,,,7,0.004888
14280,,,146,0
14281,,,146,0.000821
14282,,,16,0.079533
14283,,,13,0
14284,,,26,0.024937
14285,,,11,0.002759
14286,,,47,0
14287,,,365,0.015289
14288,,,5,0
14289,,,8,0.004629
14290,,,8,0.013955
14291,,,24,0.002138
14292,,,24,0.003076
14293,,,47,0.008212
14294,,,68,0.007586
14295,,,36,0.015819
14296,,,37,0.000821
14297,,,10,0
14298,,,10,0.001643
14299,,,10,0
14300,,,24,0
14301,,,30,0
14302,,,21,0.008872
14303,,,21,0
14304,,,37,0.009942
14305,,,47,0
14306,,,36,0.011792
14307,,,36,0
14308,,,186,0.003781
14309,,,186,0
14310,,,186,0
14311,,,186,0.000821
14312,,,41,0.00283
14313,,,4,0.016664
14314,,,4,0
14315,,,4,0
14316,,,37,0
14317,,,2,0.025577
14318,,,186,0.018049
14319,,,27,0.000821
14320,,,41,0
14321,,,41,0
14322,,,201,0
14323,,,201,0.000821
14324,,,34,0
14325,,,9,0.004812
14326,,,21,0.001025
14327,,,17,0
14328,,,17,0
14329,,,27,0
14330,,,15,0
14331,,,12,0
14332,,,4,0
14333,,,15,0
14334,,,197,0
14335,,,37,0.001876
14336,,,17,0
14337,,,197,0
14338,,,4,0.022206
14339,,,4,0.006302
14340,,,41,0.003489
14341,,,26,0
14342,,,365,0.025392
14343,,,365,0.003509
14344,,,9,0
14345,,,186,0
14346,,,36,0
14347,,,41,0.0026
14348,,,41,0
14349,,,26,0.022337
14350,,,41,0
14351,,,41,0
14352,,,41,0
14353,,,266,0.018754
14354,,,266,0.007245
14355,,,24,0.010552
14356,,,24,0.001641
14357,,,365,0.003442
14358,,,81,0
14359,,,15,0
14360,,,27,0
14361,,,40,0
14362,,,3,0
14363,,,26,0
14364,,,26,0.021096
14365,,,201,0
14366,,,26,0
14367,,,26,0
14368,,,18,0.000821
14369,,,27,0.001658
14370,,,30,0.020766
14371,,,30,0.00276
14372,,,15,0.030198
14373,,,15,0
14374,,,9,0
14375,,,15,0.073647
14376,,,186,0
14377,,,36,0.008483
14378,,,30,0.000821
14379,,,18,0.002747
14380,,,4,0.000821
14381,,,24,0.054999
14382,,,24,0
14383,,,11,0
14384,,,41,0.019056
14385,,,68,0.005809
14386,,,47,0
14387,,,16,0.020063
14388,,,16,0
14389,,,27,0.028496
14390,,,186,0.032849
14391,,,17,0
14392,,,365,0.000957
14393,,,186,0
14394,,,186,0.001643
14395,,,186,0
14396,,,34,0.001871
14397,,,365,0
14398,,,41,0
14399,,,41,0
14400,,,41,0.024115
14401,,,186,0.023061
14402,,,6,0
14403,,,27,0
14404,,,27,0
14405,,,9,0
14406,,,41,0
14407,,,41,0
14408,,,186,0.008293
14409,,,29,0.009462
14410,,,20,0
14411,,,20,0
14412,,,365,0
14413,,,31,0.085612
14414,,,365,0
14415,,,365,0.001643
14416,,,16,0.001669
14417,,,16,0.001016
14418,,,15,0
14419,,,81,0
14420,,,81,0
14421,,,81,0
14422,,,365,0.004928
14423,,,365,0
14424,,,365,0
14425,,,365,0
14426,,,15,0
14427,,,15,0.000821
14428,,,12,0.002464
14429,,,81,0.000821
14430,,,6,0
14431,,,26,0
14432,,,26,0
14433,,,12,0.016179
14434,,,12,0
14435,,,6,0
14436,,,14,0
14437,,,30,0.001643
14438,,,30,0
14439,,,4,0.038643
14440,,,4,0
14441,,,2,0
14442,,,2,0
14443,,,4,0.001126
14444,,,27,0.010143
14445,,,15,0.02119
14446,,,15,0
14447,,,9,0.003454
14448,,,68,0.039019
14449,,,68,0
14450,,,68,0
14451,,,68,0.000821
14452,,,68,0
14453,,,13,0
14454,,,26,0
14455,,,365,0
14456,,,365,0.020802
14457,,,13,0.049137
14458,,,13,0
14459,,,36,0
14460,,,36,0.00603
14461,,,36,0
14462,,,36,0.002493
14463,,,9,0
14464,,,36,0
14465,,,41,0.00866
14466,,,41,0.009415
14467,,,6,0
14468,,,6,0.000821
14469,,,1,0.000821
14470,,,9,0.018517
14471,,,17,0
14472,,,40,0
14473,,,27,0.004117
14474,,,47,0.011311
14475,,,30,0.007992
14476,,,30,0.00474
14477,,,3,0.000821
14478,,,34,0.000821
14479,,,266,0.028508
14480,,,266,0
14481,,,6,0
14482,,,15,0.007138
14483,,,30,0.00226
14484,,,41,0.008698
14485,,,3,0
14486,,,3,0
14487,,,9,0.037278
14488,,,9,0.003215
14489,,,27,0.00224
14490,,,12,0.056857
14491,,,21,0.023534
14492,,,15,0.011639
14493,,,15,0.022553
14494,,,147,0
14495,,,147,0.000821
14496,,,2,0
14497,,,2,0.002464
14498,,,14,0.003787
14499,,,9,0.000821
14500,,,27,0
14501,,,27,0.049859
14502,,,8,0.001911
14503,,,86,0.011167
14504,,,9,0.013038
14505,,,1,0
14506,,,15,0.002648
14507,,,27,0.00949
14508,,,2,0.007462
14509,,,2,0
14510,,,4,0.009736
14511,,,2,0.000957
14512,,,24,0
14513,,,14,0.033618
14514,,,2,0
14515,,,2,0.000821
14516,,,11,0.010558
14517,,,11,0
14518,,,36,0.019948
14519,,,5,0.035037
14520,,,5,0
14521,,,19,0.004566
14522,,,4,0
14523,,,4,0
14524,,,2,0.001779
14525,,,2,0
14526,,,8,0.012317
14527,,,8,0.008252
14528,,,27,0
14529,,,15,0
14530,,,81,0.000821
14531,,,29,0.01149
14532,,,30,0.036074
14533,,,30,0
14534,,,86,0
14535,,,136,0
14536,,,9,0
14537,,,20,0.001938
14538,,,30,0.072206
14539,,,3,0
14540,,,3,0
14541,,,9,0
14542,,,11,0
14543,,,41,0
14544,,,37,0.00571
14545,,,6,0.092484
14546,,,19,0.00113
14547,,,13,0.000821
14548,,,18,0.044352
14549,,,8,0.052356
14550,,,8,0
14551,,,10,0.017358
14552,,,81,0
14553,,,3,0.010558
14554,,,20,0.040495
14555,,,17,0.028966
14556,,,15,0
14557,,,15,0
14558,,,365,0.239929
14559,,,365,0
14560,,,365,0
14561,,,15,0.003404
14562,,,15,0
14563,,,15,0.009254
14564,,,9,0.008041
14565,,,186,0.002692
14566,,,30,0
14567,,,197,0
14568,,,197,0.001643
14569,,,14,0.002241
14570,,,15,0.001643
14571,,,4,0
14572,,,68,0.011381
14573,,,4,0
14574,,,365,0
14575,,,365,0.01361
14576,,,148,0
14577,,,148,0.000821
14578,,,47,0
14579,,,68,0
14580,,,68,0
14581,,,36,0
14582,,,4,0
14583,,,365,0.037246
14584,,,18,0.048168
14585,,,41,0
14586,,,149,0
14587,,,149,0.000821
14588,,,81,0
14589,,,81,0
14590,,,17,0.000821
14591,,,15,0.007251
14592,,,15,0
14593,,,27,0.003126
14594,,,13,0
14595,,,15,0.019381
14596,,,13,0
14597,,,13,0
14598,,,9,0.000821
14599,,,365,0.01918
14600,,,365,0
14601,,,41,0
14602,,,41,0
14603,,,41,0
14604,,,41,0
14605,,,201,0.001331
14606,,,41,0
14607,,,15,0
14608,,,41,0
14609,,,9,0
14610,,,24,0.004614
14611,,,29,0
14612,,,29,0
14613,,,14,0
14614,,,14,0.002275
14615,,,14,0.016881
14616,,,14,0
14617,,,6,0
14618,,,27,0
14619,,,6,0.033266
14620,,,41,0.052285
14621,,,13,0.053847
14622,,,44,0.020007
14623,,,2,0
14624,,,6,0
14625,,,9,0.009972
14626,,,9,0
14627,,,365,0.000821
14628,,,40,0.011941
14629,,,37,0.001876
14630,,,30,0.006812
14631,,,47,0.009175
14632,,,8,0.00363
14633,,,44,0.032121
14634,,,5,0.01228
14635,,,26,0
14636,,,26,0
14637,,,2,0
14638,,,186,0
14639,,,186,0
14640,,,41,0.001643
14641,,,11,0.030871
14642,,,26,0.020391
14643,,,26,0
14644,,,26,0
14645,,,44,0
14646,,,2,0.010769
14647,,,44,0
14648,,,26,0.001915
14649,,,266,0.024565
14650,,,150,0.000969
14651,,,1,0.004486
14652,,,1,0.009979
14653,,,8,0
14654,,,15,0
14655,,,68,0
14656,,,81,0
14657,,,365,0.00168
14658,,,365,0.002125
14659,,,186,0.003288
14660,,,12,0.002611
14661,,,2,0
14662,,,9,0
14663,,,41,0.049043
14664,,,4,0
14665,,,68,0.00818
14666,,,30,0.014937
14667,,,81,0
14668,,,41,0
14669,,,41,0.004018
14670,,,26,0.002529
14671,,,40,0.005184
14672,,,34,0.007008
14673,,,36,0
14674,,,15,0.014998
14675,,,13,0.003988
14676,,,13,0
14677,,,9,0
14678,,,4,0.004773
14679,,,36,0.005882
14680,,,36,0.00467
14681,,,20,0.013732
14682,,,31,0.021619
14683,,,15,0.000821
14684,,,4,0.002572
14685,,,81,0.004159
14686,,,9,0
14687,,,13,0
14688,,,1,0.000821
14689,,,15,0.006541
14690,,,186,0.047559
14691,,,186,0
14692,,,15,0.000821
14693,,,36,0.00249
14694,,,30,0
14695,,,13,0.000821
14696,,,4,0.002572
14697,,,37,0.025509
14698,,,15,0.004672
14699,,,12,0.095989
14700,,,365,0
14701,,,30,0
14702,,,2,0.007796
14703,,,37,0
14704,,,186,0
14705,,,29,0.005853
14706,,,29,0
14707,,,34,0
14708,,,19,0
14709,,,34,0
14710,,,41,0.166779
14711,,,81,0.058866
14712,,,13,0.008772
14713,,,13,0.012782
14714,,,266,0
14715,,,41,0
14716,,,201,0.054992
14717,,,266,0.001687
14718,,,30,0.000821
14719,,,2,0
14720,,,2,0.050266
14721,,,34,0.001871
14722,,,41,0.001779
14723,,,2,0.001734
14724,,,186,0
14725,,,40,0
14726,,,186,0.000821
14727,,,3,0.002834
14728,,,40,0.031161
14729,,,24,0.012946
14730,,,24,0.002026
14731,,,4,0
14732,,,16,0.042584
14733,,,16,0.003892
14734,,,186,0
14735,,,16,0
14736,,,15,0
14737,,,266,0
14738,,,13,0.004973
14739,,,7,0.06825
14740,,,34,0.011196
14741,,,18,0
14742,,,81,0.005315
14743,,,37,0.012144
14744,,,13,0.007432
14745,,,9,0
14746,,,81,0
14747,,,19,0
14748,,,9,0
14749,,,36,0
14750,,,151,0
14751,,,151,0.000821
14752,,,136,0.010946
14753,,,136,0
14754,,,37,0
14755,,,37,0.021803
14756,,,37,0
14757,,,37,0
14758,,,37,0
14759,,,37,0.009333
14760,,,15,0
14761,,,37,0
14762,,,34,0.00332
14763,,,12,0.002381
14764,,,20,0
14765,,,26,0.000821
14766,,,37,0
14767,,,2,0.003285
14768,,,2,0
14769,,,2,0
14770,,,7,0.031174
14771,,,5,0.000821
14772,,,15,0.001926
14773,,,15,0.000957
14774,,,41,0
14775,,,13,0.033699
14776,,,13,0
14777,,,13,0
14778,,,12,0.009303
14779,,,365,0.04036
14780,,,365,0
14781,,,0,0.017665
14782,,,0,0.000821
14783,,,6,0.004503
14784,,,266,0.010492
14785,,,13,0.004954
14786,,,41,0.003407
14787,,,47,0.003828
14788,,,15,0
14789,,,186,0
14790,,,152,0
14791,,,152,0.000821
14792,,,41,0
14793,,,1,0.044081
14794,,,1,0
14795,,,1,0
14796,,,18,0.020728
14797,,,1,0
14798,,,27,0
14799,,,27,0.003616
14800,,,21,0.063392
14801,,,10,0
14802,,,10,0
14803,,,40,0.002773
14804,,,40,0.002809
14805,,,40,0
14806,,,2,0
14807,,,34,0
14808,,,34,0
14809,,,37,0
14810,,,365,0.000821
14811,,,41,0.028968
14812,,,41,0.000821
14813,,,47,0.002074
14814,,,26,0.025435
14815,,,2,0
14816,,,4,0.000957
14817,,,36,0.002894
14818,,,47,0.001708
14819,,,14,0.003787
14820,,,9,0
14821,,,44,0.014945
14822,,,36,0.031298
14823,,,36,0.002102
14824,,,26,0.002736
14825,,,26,0.028432
14826,,,4,0.003669
14827,,,0,0
14828,,,86,0
14829,,,17,0.023549
14830,,,27,0.004083
14831,,,17,0.003055
14832,,,34,0
14833,,,7,0.002304
14834,,,21,0.003876
14835,,,6,0.008727
14836,,,17,0
14837,,,17,0.041174
14838,,,37,0
14839,,,30,0
14840,,,30,0.002187
14841,,,37,0.026111
14842,,,37,0.00358
14843,,,10,0.002601
14844,,,153,0
14845,,,153,0.000821
14846,,,4,0.002572
14847,,,37,0.002284
14848,,,3,0.003905
14849,,,197,0.016426
14850,,,8,0.044021
14851,,,8,0
14852,,,9,0.019301
14853,,,8,0
14854,,,9,0.005201
14855,,,2,0.009605
14856,,,68,0.002586
14857,,,2,0.000821
14858,,,365,0
14859,,,15,0.000821
14860,,,17,0
14861,,,27,0.000821
14862,,,27,0.007067
14863,,,186,0
14864,,,186,0.000821
14865,,,36,0.004141
14866,,,16,0.00215
14867,,,4,0.024425
14868,,,26,0.003667
14869,,,81,0.002891
14870,,,2,0.006462
14871,,,2,0.001504
14872,,,365,0
14873,,,21,0
14874,,,365,0
14875,,,8,0
14876,,,8,0.012104
14877,,,2,0.000957
14878,,,27,0
14879,,,2,0.001824
14880,,,4,0
14881,,,15,0
14882,,,2,0.002287
14883,,,2,0
14884,,,201,0.001791
14885,,,365,0
14886,,,8,0
14887,,,12,0.009303
14888,,,14,0
14889,,,365,0
14890,,,81,0
14891,,,4,0
14892,,,4,0.001126
14893,,,4,0
14894,,,20,0.050739
14895,,,81,0.001058
14896,,,12,0
14897,,,154,0.000969
14898,,,37,0.01794
14899,,,37,0
14900,,,15,0.0196
14901,,,186,0.003398
14902,,,68,0
14903,,,15,0.008784
14904,,,197,0
14905,,,197,0
14906,,,197,0
14907,,,197,0
14908,,,17,0
14909,,,15,0
14910,,,15,0
14911,,,18,0
14912,,,81,0.012072
14913,,,136,0.09468
14914,,,136,0.011953
14915,,,136,0
14916,,,136,0
14917,,,136,0
14918,,,13,0.006852
14919,,,13,0
14920,,,266,0.008669
14921,,,31,0.017548
14922,,,4,0.011441
14923,,,5,0.008654
14924,,,5,0
14925,,,26,0.012453
14926,,,41,0
14927,,,47,0
14928,,,12,0.002381
14929,,,15,0
14930,,,41,0
14931,,,41,0.023393
14932,,,3,0
14933,,,266,0.013022
14934,,,186,0
14935,,,186,0.002205
14936,,,34,0
14937,,,37,0.006544
14938,,,37,0
14939,,,13,0
14940,,,5,0.004036
14941,,,13,0
14942,,,6,0
14943,,,30,0.014612
14944,,,365,0
14945,,,365,0
14946,,,37,0
14947,,,15,0
14948,,,365,0
14949,,,365,0
14950,,,21,0.002601
14951,,,201,0.001643
14952,,,155,0
14953,,,155,0.000821
14954,,,5,0.013734
14955,,,41,0.024821
14956,,,18,0.003865
14957,,,5,0
14958,,,156,0.000969
14959,,,41,0.003539
14960,,,41,0
14961,,,266,0.002941
14962,,,186,0.000821
14963,,,0,0.000957
14964,,,15,0
14965,,,15,0.012337
14966,,,15,0
14967,,,15,0.010082
14968,,,136,0.001282
14969,,,27,0.002102
14970,,,15,0.003504
14971,,,27,0.026787
14972,,,1,0.011352
14973,,,15,0.01012
14974,,,201,0.000981
14975,,,1,0.015218
14976,,,7,0.021613
14977,,,26,0.036417
14978,,,29,0.012481
14979,,,20,0
14980,,,26,0.001664
14981,,,13,0
14982,,,13,0
14983,,,81,0.01106
14984,,,186,0
14985,,,365,0.028336
14986,,,365,0.014024
14987,,,3,0
14988,,,365,0.001212
14989,,,41,0
14990,,,4,0.000821
14991,,,26,0
14992,,,36,0.001054
14993,,,26,0.000821
14994,,,24,0
14995,,,2,0.012171
14996,,,15,0.027027
14997,,,68,0
14998,,,14,0
14999,,,14,0.012307
15000,,,12,0.047807
15001,,,365,0
15002,,,68,0
15003,,,12,0
15004,,,12,0
15005,,,15,0
15006,,,41,0.005954
15007,,,136,0.001643
15008,,,12,0
15009,,,26,0.000957
15010,,,365,0.006082
15011,,,21,0.046533
15012,,,30,0.010692
15013,,,11,0.003338
15014,,,2,0.0013
15015,,,7,0
15016,,,34,0
15017,,,7,0.007996
15018,,,68,0.011907
15019,,,197,0.005394
15020,,,186,0.091267
15021,,,186,0
15022,,,9,0.001502
15023,,,0,0.021975
15024,,,4,0
15025,,,21,0.000821
15026,,,0,0.019241
15027,,,18,0.000821
15028,,,17,0
15029,,,26,0.002961
15030,,,41,0
15031,,,3,0
15032,,,10,0.000821
15033,,,29,0.000821
15034,,,4,0
15035,,,4,0.016155
15036,,,41,0.041224
15037,,,186,0.006808
15038,,,47,0.002074
15039,,,9,0.013485
15040,,,15,0
15041,,,15,0.022179
15042,,,5,0.002643
15043,,,2,0.00581
15044,,,21,0.001643
15045,,,14,0
15046,,,14,0.000821
15047,,,14,0
15048,,,14,0
15049,,,14,0
15050,,,14,0
15051,,,15,0
15052,,,40,0.001965
15053,,,2,0.004636
15054,,,34,0
15055,,,11,0
15056,,,5,0.049814
15057,,,11,0
15058,,,11,0
15059,,,4,0
15060,,,24,0.00255
15061,,,36,0.028187
15062,,,36,0
15063,,,36,0
15064,,,8,0.015641
15065,,,20,0.043661
15066,,,20,0
15067,,,20,0.025787
15068,,,20,0
15069,,,19,0
15070,,,20,0
15071,,,365,0
15072,,,30,0.058345
15073,,,15,0
15074,,,27,0.011771
15075,,,27,0.013622
15076,,,31,0
15077,,,4,0
15078,,,17,0.047257
15079,,,27,0.005096
15080,,,30,0.000821
15081,,,30,0
15082,,,30,0
15083,,,15,0
15084,,,19,0.000821
15085,,,36,0
15086,,,157,0
15087,,,157,0.000821
15088,,,30,0
15089,,,30,0.001939
15090,,,30,0.003322
15091,,,30,0.000969
15092,,,30,0.007008
15093,,,68,0
15094,,,27,0
15095,,,41,0.000821
15096,,,201,0.004266
15097,,,27,0.013911
15098,,,27,0
15099,,,31,0.005187
15100,,,136,0.010779
15101,,,9,0
15102,,,27,0
15103,,,21,0
15104,,,21,0
15105,,,36,0.006254
15106,,,14,0
15107,,,27,0
15108,,,158,0.000969
15109,,,15,0.000821
15110,,,30,0.012441
15111,,,13,0.022804
15112,,,186,0.000821
15113,,,36,0
15114,,,36,0
15115,,,27,0
15116,,,41,0.004259
15117,,,27,0.003944
15118,,,86,0.01422
15119,,,34,0.004266
15120,,,36,0
15121,,,36,0.00754
15122,,,36,0
15123,,,365,0.001517
15124,,,36,0.003603
15125,,,197,0.012728
15126,,,31,0.000821
15127,,,4,0.016699
15128,,,34,0.000821
15129,,,20,0.005156
15130,,,9,0.06516
15131,,,21,0.005843
15132,,,9,0
15133,,,186,0
15134,,,4,0
15135,,,37,0
15136,,,17,0
15137,,,13,0
15138,,,365,0.000821
15139,,,20,0
15140,,,11,0.03123
15141,,,11,0
15142,,,11,0
15143,,,11,0
15144,,,9,0
15145,,,11,0
15146,,,15,0
15147,,,3,0
15148,,,365,0
15149,,,15,0.006096
15150,,,11,0
15151,,,11,0
15152,,,136,0
15153,,,2,0.001915
15154,,,30,0
15155,,,9,0.009193
15156,,,9,0.000821
15157,,,20,0
15158,,,26,0
15159,,,26,0.000821
15160,,,197,0.002629
15161,,,365,0.049329
15162,,,36,0
15163,,,15,0.018914
15164,,,15,0.00219
15165,,,365,0.003061
15166,,,365,0
15167,,,4,0
15168,,,3,0
15169,,,30,0
15170,,,186,0
15171,,,186,0
15172,,,27,0.016324
15173,,,15,0
15174,,,2,0.026373
15175,,,37,0.003756
15176,,,21,0
15177,,,21,0.058632
15178,,,21,0
15179,,,21,0.060932
15180,,,21,0
15181,,,21,0
15182,,,21,0.012875
15183,,,24,0
15184,,,11,0.068155
15185,,,11,0
15186,,,11,0
15187,,,11,0
15188,,,11,0
15189,,,21,0.000821
15190,,,36,0.000821
15191,,,11,0
15192,,,6,0.024564
15193,,,15,0.00572
15194,,,15,0
15195,,,136,0.003673
15196,,,365,0
15197,,,15,0
15198,,,47,0
15199,,,15,0
15200,,,15,0
15201,,,10,0
15202,,,16,0.002551
15203,,,9,0
15204,,,27,0.001954
15205,,,4,0
15206,,,3,0
15207,,,197,0.014578
15208,,,13,0.011592
15209,,,9,0
15210,,,6,0.02179
15211,,,8,0
15212,,,186,0.016799
15213,,,2,0
15214,,,365,0.006425
15215,,,15,0
15216,,,15,0
15217,,,197,0
15218,,,197,0.010108
15219,,,197,0
15220,,,197,0
15221,,,11,0
15222,,,11,0
15223,,,5,0.008606
15224,,,37,0.034503
15225,,,27,0
15226,,,4,0
15227,,,4,0.005263
15228,,,15,0.000821
15229,,,159,0
15230,,,159,0.000821
